uid;numQ;numA;numC
42947;1;0;9
42949;0;24;11
42951;0;3;7
42952;0;2;59
42953;3;3;2
42954;1;0;1
42955;0;1;1
42956;4;20;26
42957;1;0;2
42960;0;2;1
42961;0;1;9
42964;1;1;100
42965;0;9;7
42966;4;0;6
42967;0;1;35
42970;1;0;63
42971;0;5;30
42973;0;1;3
42974;0;9;2
42975;3;7;1
42979;1;1;16
42980;1;122;32
42982;2;7;8
42987;0;21;23
42988;0;34;1
42991;0;11;6
42992;8;5;11
42995;2;4;84
42996;0;7;18
42997;1;0;19
42998;5;2;4
43001;2;21;41
43003;1;1;8
43004;0;10;2
43005;0;4;36
43006;0;5;13
43007;0;2;6
43008;0;1;8
43009;3;1;1
43010;0;1;10
43014;0;1;11
43015;15;0;15
43016;2;4;25
43017;2;0;48
43024;2;0;1
43026;0;1;35
43027;0;1;24
43028;0;1;1
43031;1;0;26
43033;0;1;35
43034;1;3;59
43035;21;16;19
43039;0;5;134
43040;2;0;74
43041;9;1;23
43042;3;3;1
43044;3;9;67
43049;1;1;22
43051;0;2;29
43052;0;11;7
43055;0;1;114
43056;0;1;15
43057;1;0;1
43058;0;3;36
43059;4;12;1
43060;2;5;5
43062;2;122;2
43063;2;0;59
43064;0;10;530
43066;0;1;3
43069;0;3;1
43070;1;0;4
43071;0;2;22
43074;0;1;9
43077;0;2;1
43080;0;2;34
43082;1;0;21
43084;0;16;3
43085;2;0;45
43087;4;0;28
43090;5;0;23
43092;0;1;34
43094;1;0;8
43100;4;54;1
43101;0;1;117
43104;15;47;41
43106;1;0;10
43113;0;5;8
43114;2;8;37
43116;1;212;20
43122;13;28;207
43127;1;0;40
43129;0;4;33
43131;4;30;6
43133;0;3;5
43134;13;9;8
43135;0;13;86
43136;0;1;103
43137;1;0;5
43140;1;0;3
43141;2;6;6
43142;0;1;22
43144;1;0;11
43145;0;6;190
43146;1;0;4
43147;1;1;228
43148;6;18;2
43150;2;20;18
43152;2;1;22
43153;2;2;15
43155;0;1;44
43157;2;0;25
43159;1;0;212
43160;1;1;32
43162;0;8;16
43167;1;6;226
43169;1;1;37
43170;1;61;20
43173;1;1;5
43174;0;5;163
43176;0;19;14
43178;0;1;15
43180;0;6;13
43183;0;34;19
43187;1;0;13
43189;1;0;33
43190;1;1;4
43192;0;4;1
43200;1;1;18
43201;1;34;6
43203;3;1;22
43205;5;3;20
43207;4;10;6
43208;9;2;113
43209;1;0;6
43211;0;3;37
43212;1;0;33
43213;17;29;30
43214;6;0;18
43215;4;0;17
43216;1;2;4
43217;0;2;3
43218;0;1;5
43219;0;1;396
43221;0;1;2
43227;3;0;45
43230;1;0;141
43231;3;2;33
43232;0;1;79
43234;2;2;29
43235;4;1;4
43236;7;6;2
43238;0;36;33
43239;5;6;1
43240;0;5;47
43241;1;0;5
43242;1;0;8
43243;0;1;21
43245;8;14;1
43246;5;33;15
43247;0;1;91
43251;1;0;23
43252;2;1;5
43253;0;23;3
43254;0;2;2
43255;5;0;7
43257;15;4;13
43258;0;4;1
43259;2;10;16
43261;1;0;50
43264;0;1;14
43265;3;157;246
43266;3;6;1
43267;2;1;1
43268;0;26;7
43269;0;1;11
43273;1;4;6
43275;2;10;75
43277;1;0;17
43278;9;49;13
43279;2;1;17
43281;0;21;18
43282;2;4;68
43283;1;2;413
43284;0;1;20
43285;0;5;2
43286;1;18;35
43287;1;0;71
43289;0;1;390
43290;1;0;51
43293;1;22;7
43294;1;1;120
43295;0;1;1
43296;1;3;46
43298;3;2;2
43300;5;17;421
43303;0;8;5
43304;1;0;4
43305;0;1;5
43306;4;1;4
43307;0;1;9
43309;0;1;45
43310;15;17;62
43312;14;2;8
43313;0;1;25
43314;1;0;5
43317;2;0;13
43319;1;3;13
43320;0;15;10
43321;1;17;33
43322;1;1;59
43326;0;1;660
43328;3;4;2
43330;1;0;2
43332;0;7;61
43334;1;0;14
43336;2;74;1
43337;5;41;48
43338;1;0;3
43339;0;1;8
43340;1;0;152
43341;12;0;32
43345;2;1;181
43350;1;0;22
43355;6;1;49
43358;1;8;24
43360;1;4;13
43362;4;0;1
43364;4;6;3
43366;0;9;1
43367;1;0;33
43369;0;6;2
43370;2;1;2
43371;0;3;186
43372;1;0;5
43373;1;1;1
43376;0;14;103
43378;0;4;50
43380;2;2;8
43381;0;1;135
43384;19;2;37
43385;0;1;23
43391;4;266;40
43396;0;1;107
43397;0;7;5
43399;1;0;1
43402;0;32;157
43403;0;2;516
43405;1;1;9
43406;0;4;326
43411;0;3;20
43412;0;1;7
43414;0;9;133
43417;1;0;64
43421;4;0;4
43422;3;5;3
43424;0;1;5
43426;1;6;3
43428;2;1;11
43430;9;5;46
43431;1;2;16
43432;0;5;11
43435;1;0;82
43437;0;1;13
43438;1;52;34
43440;4;16;2
43441;0;1;206
43443;5;44;34
43445;0;1;162
43447;0;5;17
43450;1;0;45
43451;11;32;30
43453;0;1;8
43454;0;1;80
43458;1;5;335
43459;0;22;9
43461;72;36;18
43462;0;6;9
43463;1;0;145
43465;0;1;6
43467;1;0;4
43469;0;3;30
43478;0;2;6
43479;1;1;3
43481;0;2;1
43486;1;6;54
43487;0;7;23
43488;0;2;43
43489;17;14;1
43490;0;2;138
43493;1;2;14
43497;0;1;19
43498;0;1;111
43499;1;1;66
43500;1;0;34
43501;0;117;206
43504;1;0;21
43507;0;3;62
43508;2;1;5
43509;6;0;10
43511;0;1;29
43512;0;2;2
43513;1;0;14
43514;2;0;1
43515;1;1;36
43517;0;1;7
43519;0;1;2
43520;1;0;5
43522;2;1;10
43525;1;0;8
43526;37;43;150
43528;5;73;95
43530;4;0;13
43531;3;1;3
43534;2;1;16
43535;0;1;4
43540;6;0;6
43543;4;0;2
43545;2;50;18
43546;0;3;296
43547;1;2;150
43548;4;5;1
43550;0;1;117
43552;1;6;211
43554;1;3;40
43557;1;19;1
43559;7;4;1
43560;2;2;11
43561;0;1;8
43564;0;1;37
43567;3;1;66
43569;1;2;6
43570;1;0;14
43571;17;53;3
43572;0;1;2
43575;1;0;731
43576;3;1;19
43577;0;2;88
43578;0;1;72
43579;2;56;61
43581;0;2;26
43582;0;2;20
43585;2;8;35
43586;0;1;56
43587;1;5;13
43588;0;1;34
43589;2;0;4
43590;7;0;35
43593;0;1;13
43597;4;14;25
43598;2;1;97
43599;0;1;130
43600;10;384;28
43601;3;0;3
43602;0;1;42
43607;52;1;131
43610;0;1;219
43611;0;1;689
43616;3;12;1
43617;6;11;25
43619;1;0;1
43621;1;0;4
43622;0;6;23
43623;0;2;56
43625;17;4;2
43626;0;1;5
43627;1;0;82
43628;17;34;3
43629;2;0;7
43631;2;1;2
43632;1;0;1
43634;27;1;3
43635;0;1;2
43636;0;3;23
43640;0;1;1
43641;7;6;3
43642;0;17;40
43643;0;3;71
43644;1;0;23
43646;0;1;1
43647;71;6;5
43648;0;1;170
43649;1;1;197
43650;0;1;3
43651;0;1;5
43659;2;42;104
43660;6;2;7
43662;7;7;2
43664;7;18;41
43668;0;6;1
43669;2;4;8
43673;4;2;12
43675;0;2;67
43677;5;0;120
43678;0;1;8
43679;10;5;1
43681;0;26;4
43683;1;0;6
43684;0;2;131
43685;0;131;1
43690;4;1;12
43691;0;4;28
43692;1;0;2
43694;1;39;21
43695;13;0;8
43697;2;1;74
43699;0;1;1
43700;12;3;39
43702;1;2;7
43704;3;2;9
43706;0;2;39
43707;4;11;1
43708;0;1;11
43709;1;4;9
43711;1;0;261
43712;4;46;9
43713;0;1;2
43714;0;1;6
43716;0;15;46
43719;0;1;95
43720;4;11;8
43728;1;0;20
43729;0;3;12
43731;0;4;3
43733;9;21;314
43734;0;1;15
43735;0;1;14
43742;1;0;73
43744;1;0;2
43746;2;1;8
43747;6;28;25
43748;1;0;20
43749;40;30;53
43750;0;1;56
43752;1;0;1
43755;0;1;7
43756;1;0;2
43757;0;2;61
43760;0;3;4
43763;0;1;41
43766;1;0;34
43769;3;1;1
43770;0;5;315
43771;7;3;12
43772;1;0;10
43774;2;1;7
43776;10;5;3
43777;0;1;8
43778;2;9;37
43779;0;2;4
43780;1;1;4
43781;1;6;2
43783;2;2;23
43784;0;1;7
43788;2;6;3
43789;0;3;2
43790;1;0;6
43792;1;2;14
43796;2;0;20
43798;0;1;6
43804;0;1;11
43807;169;6;34
43809;0;2;243
43810;0;38;4
43813;0;9;4
43815;2;5;335
43816;0;1;104
43817;0;1;45
43821;6;36;5
43825;0;16;12
43826;0;352;64
43828;6;3;12
43829;1;0;19
43830;0;3;51
43831;2;2;71
43833;1;0;7
43834;0;5;552
43837;2;75;54
43838;1;3;6
43839;1;2;28
43842;0;1;6
43843;6;2;43
43844;3;26;84
43846;0;3;31
43850;0;35;4
43851;0;1;24
43852;0;1;22
43855;0;3;316
43857;13;66;16
43858;5;31;22
43860;12;1;142
43862;0;1;4
43864;0;1;2
43865;0;9;28
43866;0;1;74
43869;0;1;5
43870;0;22;1
43872;0;1;2
43874;19;1;1
43875;1;5;3
43876;3;2;1
43878;1;0;54
43879;1;0;1
43880;6;16;14
43881;0;1;53
43884;2;19;8
43885;7;3;21
43886;1;0;35
43887;0;2;48
43890;0;5;15
43892;6;20;51
43897;3;2;15
43898;24;17;5
43899;1;0;139
43900;1;3;4
43904;0;1;1
43905;0;8;2
43906;1;1;53
43910;0;25;92
43912;1;2;64
43914;1;1;15
43916;0;2;61
43920;9;0;7
43923;0;1;187
43925;0;1;7
43927;1;0;1
43928;1;0;100
43929;13;8;33
43930;19;137;60
43931;1;3;19
43932;0;2;40
43934;3;0;1
43940;0;3;69
43941;0;11;15
43943;2;0;11
43945;13;21;125
43951;0;1;206
43952;0;3;2
43953;1;3;6
43954;1;0;21
43955;0;1;2
43957;1;4;12
43958;0;1;8
43959;1;16;213
43960;1;20;15
43961;2;5;162
43962;5;1;19
43968;1;0;43
43970;7;5;2
43973;7;0;381
43975;3;5;49
43976;0;2;29
43978;3;16;16
43979;18;6;2
43980;0;2;103
43981;3;5;7
43985;1;1;7
43986;4;2;58
43987;4;2;3
43988;3;0;1
43990;3;0;10
43991;6;0;46
43994;1;0;8
43995;0;2;70
43999;0;12;273
44002;1;2;1
44005;25;2;107
44006;14;5;4
44008;1;0;7
44009;0;2;337
44014;4;5;10
44016;1;0;36
44018;0;1;4
44026;3;3;23
44030;6;6;136
44032;0;2;7
44033;1;0;1
44037;3;25;2
44038;0;17;11
44039;0;2;8
44041;1;0;62
44042;3;0;1
44043;0;64;32
44045;1;2;59
44046;0;1;6
44047;2;44;25
44048;1;1;27
44050;0;1;7
44052;0;7;12
44059;4;0;5
44061;1;4;282
44062;2;0;21
44063;1;0;1
44065;0;1;2
44068;2;0;1
44069;1;0;7
44072;1;5;2
44073;0;2;25
44079;1;3;1
44081;3;2;46
44083;1;2;25
44084;0;7;223
44087;0;65;42
44088;3;31;14
44089;0;4;108
44090;1;6;6
44091;0;6;30
44093;0;27;14
44094;4;130;6
44095;21;29;377
44096;1;3;28
44097;0;14;46
44102;3;2;17
44107;1;0;4
44108;0;3;3
44109;3;2;1
44110;23;0;39
44111;1;19;85
44113;0;1;1
44114;1;0;1
44115;19;78;15
44116;6;13;3
44118;1;3;23
44122;0;1;6
44124;3;63;84
44130;1;0;11
44132;1;0;53
44134;8;21;10
44136;3;1;6
44138;0;4;1
44140;0;1;19
44142;4;1;8
44151;0;30;58
44152;2;2;4
44155;1;0;33
44156;0;1;58
44157;1;0;11
44158;5;17;2
44159;3;0;1
44163;0;2;1
44165;12;24;10
44166;0;1;4
44171;0;2;17
44174;2;9;32
44175;0;29;11
44176;11;1;29
44178;4;3;3
44179;1;0;2
44181;1;0;16
44185;1;0;1
44186;0;1;1
44188;1;0;69
44191;0;1;54
44192;0;4;35
44195;2;2;53
44196;1;3;19
44197;1;0;11
44199;1;0;62
44200;3;9;5
44202;13;4;23
44203;1;1;11
44204;0;1;19
44205;2;27;252
44206;0;3;558
44207;14;2;4
44209;1;3;3
44210;1;57;6
44215;1;1;55
44217;6;9;391
44221;0;1;54
44223;1;0;2
44224;2;2;39
44225;13;0;1
44226;1;4;16
44227;4;2;5
44228;2;1;1
44229;0;9;38
44230;1;0;19
44232;1;0;31
44233;1;1;2
44234;13;1;20
44238;1;0;32
44239;0;1;38
44242;2;0;347
44244;6;2;3
44245;0;192;7
44246;13;5;48
44248;0;1;9
44250;1;1;18
44251;3;2;1
44253;5;2;41
44257;9;7;39
44258;2;0;20
44259;1;1;4
44260;2;2;2
44262;1;2;40
44263;0;1;196
44264;0;1;1
44265;0;1;3
44266;1;0;8
44267;1;0;15
44273;24;3;17
44274;1;36;20
44275;3;0;10
44279;1;1;18
44281;2;0;83
44283;1;0;1
44284;1;0;50
44286;1;1;2
44288;0;4;1
44289;4;0;4
44294;3;0;125
44295;0;1;67
44299;1;8;27
44300;5;72;2
44303;0;60;84
44308;13;0;103
44312;0;4;3
44314;0;23;16
44316;1;12;319
44317;4;14;4
44318;0;1;4
44320;2;0;2
44323;1;0;1
44324;3;0;1
44325;2;2;3
44328;0;1;195
44330;18;0;58
44333;0;1;20
44336;0;1;1
44337;1;0;9
44344;2;0;3
44346;0;13;1
44349;6;0;144
44353;0;8;6
44355;1;40;133
44356;0;86;93
44359;2;0;2
44361;1;1;48
44362;2;2;11
44363;2;0;3
44365;4;1;3
44366;2;1;43
44369;3;2;11
44374;14;4;4
44375;0;4;76
44380;5;0;6
44383;4;42;128
44384;1;6;7
44389;1;0;7
44391;15;34;15
44392;25;1;17
44393;1;1;8
44396;0;2;31
44397;7;2;45
44402;1;0;8
44403;4;0;2
44405;0;1;5
44406;1;0;21
44407;1;0;5
44408;1;6;1
44410;1;0;1
44411;1;0;14
44412;8;0;56
44413;20;63;4
44415;3;40;14
44418;3;1;1
44419;1;7;6
44421;3;2;32
44423;15;16;21
44425;1;0;73
44426;0;1;12
44428;0;4;54
44429;3;9;6
44430;4;1;26
44432;5;0;14
44436;0;4;3
44438;0;2;6
44439;1;19;6
44440;2;0;2
44441;0;1;17
44442;0;3;32
44443;3;0;61
44444;0;2;3
44447;2;9;22
44451;1;56;66
44454;0;2;20
44455;0;1;6
44456;2;0;2
44457;1;1;6
44458;21;6;424
44459;1;0;15
44461;0;3;18
44462;2;1;30
44463;1;0;3
44464;4;0;61
44465;3;1;4
44471;0;2;49
44477;0;1;24
44478;2;6;12
44479;0;1;2
44480;1;1;1
44484;1;0;2
44485;1;0;2
44492;0;1;1
44493;6;3;57
44495;4;1;2
44496;1;1;63
44497;3;2;13
44501;1;1;9
44503;8;39;62
44504;1;1;3
44511;1;1;11
44515;0;2;6
44519;1;0;1
44520;46;12;115
44521;0;46;8
44522;0;1;30
44531;1;7;1
44532;1;25;135
44533;0;2;30
44535;1;0;5
44536;0;36;5
44538;0;1;1
44542;2;5;4
44544;2;1;31
44546;0;1;2
44547;5;45;18
44548;1;0;22
44550;1;0;1
44551;4;1;1
44554;3;10;5
44555;0;1;31
44556;0;3;3
44563;0;5;23
44564;0;9;1419
44565;0;15;616
44566;0;18;1
44571;0;7;1
44573;0;1;58
44574;1;0;1
44575;0;3;2
44576;1;0;44
44578;0;1;2
44579;8;43;23
44584;0;6;114
44585;0;21;285
44588;3;6;4
44589;0;3;1
44591;1;2;6
44592;37;18;9
44596;4;1;35
44598;1;1;10
44599;0;1;46
44601;0;1;133
44604;4;11;25
44605;2;0;2
44606;3;11;9
44608;0;2;13
44611;4;1;2
44613;3;0;5
44617;10;15;38
44620;1;0;3
44624;1;0;11
44627;0;1;1
44628;1;0;99
44630;4;0;9
44632;0;1;9
44634;9;6;7
44635;0;2;15
44637;22;1;5
44638;0;2;122
44639;4;1;4
44643;13;8;128
44647;1;0;55
44648;1;1;89
44649;1;10;5
44650;2;0;2
44651;28;3;5
44653;3;1;12
44657;1;0;84
44659;5;7;4
44660;0;5;22
44661;0;1;3
44663;0;4;101
44664;2;1;8
44666;2;10;8
44667;1;0;1
44668;2;7;26
44669;0;7;3
44670;4;90;2
44673;5;27;65
44675;0;1;91
44676;0;1;28
44677;10;1;10
44679;9;44;29
44680;0;3;7
44684;0;6;17
44685;1;0;1
44687;0;1;10
44690;0;2;1
44691;1;0;3
44694;2;2;7
44695;1;2;341
44698;2;2;4
44702;0;1;57
44704;0;3;8
44706;0;3;4
44707;1;0;8
44708;0;1;6
44710;7;1;4
44711;0;1;3
44712;0;2;522
44715;14;1;10
44719;0;9;147
44720;0;3;3
44721;1;6;22
44722;0;1;131
44727;1;0;31
44728;2;63;134
44733;4;0;272
44739;6;3;60
44740;0;39;4
44742;0;1;9
44743;0;5;671
44744;0;1;8
44748;5;0;33
44750;0;1;4
44752;1;0;4
44753;1;1;75
44755;18;4;1
44756;3;1;19
44758;1;1;11
44760;2;2;8
44762;1;4;2
44764;9;2;4
44768;0;1;806
44770;10;2;15
44773;0;1;11
44774;0;1;4
44776;7;1;5
44781;2;2;66
44782;4;18;2
44783;0;2;26
44786;0;1;6
44787;0;1;12
44788;0;2;18
44790;2;2;2
44791;0;1;2
44794;10;3;32
44795;1;1;2
44796;3;18;5
44797;2;5;38
44798;1;0;29
44799;0;1;122
44800;1;28;796
44802;0;19;24
44803;0;2;4
44806;2;4;57
44807;5;0;7
44808;0;4;169
44810;0;1;4
44811;5;1;4
44817;1;5;128
44818;0;1;20
44822;101;2;6
44823;4;13;6
44826;0;1;10
44827;1;25;121
44828;1;3;29
44830;1;1;2
44833;0;6;7
44834;15;37;2
44835;0;7;28
44836;3;1;192
44838;0;1;129
44839;3;11;33
44841;20;6;3
44844;6;7;9
44845;4;10;36
44853;2;4;1
44855;4;1;1
44856;0;1;2
44858;0;1;34
44859;0;2;41
44860;0;3;221
44861;2;0;9
44862;0;4;1
44864;1;0;1
44865;3;12;7
44868;1;0;16
44872;0;4;2
44875;5;18;1
44876;4;0;2
44877;2;0;7
44878;6;0;69
44880;40;74;3
44881;11;2;7
44882;0;1;33
44883;0;1;46
44884;0;1;13
44886;1;0;4
44887;0;2;13
44890;0;2;2
44894;2;2;16
44895;19;7;1
44896;1;9;1
44897;0;5;152
44898;4;2;10
44900;1;0;13
44901;1;0;37
44902;0;34;57
44903;4;0;2
44904;0;44;3
44906;3;2;2
44907;1;0;2
44908;2;0;4
44910;0;2;63
44912;1;5;24
44913;0;6;5
44914;1;1;21
44918;16;15;189
44919;0;5;1
44920;0;1;7
44921;0;22;4
44925;1;0;2
44927;5;1;50
44928;6;0;18
44932;0;1;320
44933;0;5;1
44934;4;56;15
44935;1;4;2
44936;0;2;2
44940;2;0;9
44941;0;2;3
44942;6;0;2
44943;2;0;1
44949;0;2;6
44951;1;5;12
44952;6;13;1
44956;0;3;9
44958;14;13;16
44959;2;45;1
44960;1;0;2
44962;0;1;2
44963;7;16;1
44964;1;1;82
44967;2;1;94
44968;2;3;1
44969;0;1;1
44971;3;1;3
44973;1;1;1
44974;0;28;1
44978;0;6;22
44981;0;18;98
44983;0;2;9
44985;2;9;190
44986;0;145;7
44988;5;3;16
44990;5;3;28
44991;1;8;3
44992;21;4;4
44993;6;8;94
44996;0;1;1
44997;81;11;28
45001;1;178;92
45004;2;0;4
45005;0;1;2
45006;2;0;7
45011;3;1;73
45014;4;1;22
45016;4;49;12
45017;3;0;3
45018;7;31;4
45020;0;6;43
45024;1;1;22
45025;1;0;128
45027;3;0;116
45029;1;0;3
45030;7;1;2
45032;2;8;16
45033;1;0;2
45038;5;1;48
45045;4;48;1
45046;2;0;2
45048;0;1;222
45049;0;1;2
45050;2;6;6
45052;1;1;136
45054;3;0;6
45056;2;0;6
45057;0;1;1
45059;2;0;66
45061;1;1;80
45062;0;128;5
45063;0;1;19
45066;0;1;4
45069;0;2;16
45071;3;2;12
45073;5;31;7
45075;1;1;48
45077;1;5;1
45078;0;1;11
45080;2;0;4
45086;1;0;1
45088;1;1;3
45090;1;0;7
45091;1;0;3
45093;2;5;778
45095;1;0;24
45097;0;1;81
45098;1;1;6
45099;1;0;3
45102;0;1;6
45108;1;1;3
45110;0;1;4
45111;3;13;21
45112;0;4;383
45114;0;1;3
45115;0;2;38
45116;0;2;83
45118;3;0;27
45119;0;2;1
45120;2;0;18
45121;1;0;254
45122;58;26;2
45123;0;1;23
45124;1;0;3
45125;2;2;25
45126;9;13;97
45127;0;15;332
45128;42;10;357
45130;7;3;5
45133;0;1;18
45134;2;3;22
45138;9;33;9
45139;1;3;15
45140;1;0;5
45143;0;1;1
45145;0;1;6
45146;87;3;116
45148;0;4;34
45149;1;0;1
45150;1;1;1
45152;17;0;5
45154;1;0;48
45155;4;3;157
45157;0;1;12
45161;2;2;19
45163;0;4;17
45164;6;0;124
45165;0;1;16
45167;16;0;2
45169;3;13;14
45170;0;4;10
45173;1;0;2
45176;2;0;17
45179;0;1;65
45181;1;1;1
45182;6;0;10
45183;3;1;150
45184;0;9;65
45185;1;1;3
45186;0;1;20
45190;0;1;1
45191;1;0;8
45193;3;3;4
45195;1;0;3
45196;2;2;4
45198;8;23;188
45200;4;0;4
45201;0;2;2
45203;3;115;7
45204;0;6;18
45205;2;0;1
45206;0;95;12
45207;2;4;46
45208;0;1;23
45209;6;60;61
45210;3;6;4
45213;2;0;11
45214;3;22;2
45215;2;1;38
45217;45;12;47
45218;0;1;56
45219;2;1;6
45220;0;6;18
45221;12;14;1
45222;0;2;18
45224;0;2;1
45227;6;1;3
45228;1;0;2
45231;12;3;7
45232;0;1;1
45236;0;4;11
45237;1;0;4
45238;2;1;17
45239;1;3;5
45241;9;1;2
45243;1;0;16
45248;0;2;14
45249;4;0;2
45251;1;4;93
45253;0;1;1
45254;21;1;17
45255;0;1;84
45257;1;0;157
45259;0;11;714
45264;2;0;4
45265;3;0;24
45271;0;9;1
45272;0;1;131
45275;4;2;1
45278;1;0;248
45281;20;4;4
45282;1;0;3
45283;10;4;131
45284;11;8;33
45285;7;0;22
45286;0;2;53
45287;11;0;9
45288;0;5;7
45293;1;0;9
45294;1;1;22
45295;4;39;8
45299;0;27;36
45301;4;1;14
45302;8;26;561
45303;0;1;1
45304;0;3;30
45305;2;9;4
45306;0;3;87
45308;1;0;3
45310;3;9;1
45311;0;2;17
45312;1;3;3
45313;0;2;5
45317;1;0;24
45319;0;6;3
45320;0;1;10
45322;1;0;102
45324;0;2;236
45327;39;8;20
45330;12;16;29
45331;0;83;10
45334;0;42;6
45337;12;13;1
45341;1;0;44
45342;0;1;52
45343;2;14;1
45345;5;2;3
45347;2;2;24
45350;5;12;32
45353;24;0;34
45354;1;29;18
45355;5;19;3
45356;0;318;5
45357;7;18;146
45361;1;7;8
45363;0;1;22
45366;3;7;48
45367;1;0;3
45368;1;8;21
45372;1;5;4
45378;7;1;19
45380;2;0;1
45384;1;0;51
45385;9;0;20
45386;1;0;99
45387;1;0;1
45388;0;10;8
45389;1;0;22
45390;2;4;2
45391;1;2;8
45394;1;1;1
45397;2;2;31
45398;0;2;3
45399;2;3;101
45400;1;2;21
45402;0;1;31
45404;3;9;8
45406;7;169;17
45407;4;2;30
45411;0;1;64
45413;0;1;1
45415;8;0;10
45416;0;1;1
45418;10;13;2
45419;2;0;1
45420;1;0;7
45421;0;2;7
45423;0;86;2
45424;0;1;2
45430;3;1;6
45431;0;1;9
45433;4;2;9
45435;0;1;2
45436;1;0;60
45437;0;2;64
45440;0;5;9
45443;1;2;6
45446;3;0;51
45447;2;2;42
45449;0;2;25
45450;0;1;17
45454;0;1;4
45455;1;17;2
45456;1;0;2
45457;0;14;9
45458;15;2;18
45461;0;2;22
45463;0;1;25
45464;0;1;2
45466;1;1;8
45467;2;6;88
45471;1;10;3
45473;1;8;68
45476;1;2;42
45477;7;7;28
45478;1;0;1
45479;1;0;10
45480;0;1;4
45481;5;5;24
45483;5;2;453
45484;10;2;1
45485;2;0;17
45486;2;0;106
45487;1;0;2
45488;1;0;34
45490;2;1;1
45491;0;1;17
45499;0;46;5
45500;17;2;33
45504;0;9;191
45506;3;1;31
45510;0;11;52
45512;6;24;8
45515;5;0;7
45516;1;4;13
45519;7;28;3
45520;0;6;93
45521;0;1;2
45522;2;0;2
45531;1;0;49
45532;3;0;30
45533;0;1;5
45534;22;9;22
45537;0;1;4
45538;2;4;448
45539;1;1;2
45540;1;0;2
45542;6;9;61
45543;10;433;4
45545;0;1;31
45548;0;2;2
45549;0;1;81
45551;1;0;7
45553;2;1;35
45555;0;3;109
45556;16;177;329
45558;11;54;16
45559;8;0;135
45561;1;0;16
45565;0;5;286
45566;1;18;11
45567;5;1;6
45572;1;0;39
45574;1;0;73
45576;2;0;3
45578;1;0;9
45579;8;11;70
45580;1;1;10
45581;1;0;4
45582;1;0;23
45583;1;1;9
45585;1;1;13
45587;1;0;12
45588;0;1;204
45590;3;2;19
45592;1;10;5
45594;6;15;1
45595;0;1;39
45596;0;1;64
45598;0;1;8
45599;1;0;27
45600;1;0;8
45601;0;7;3
45602;0;6;6
45603;2;3;68
45604;0;13;58
45607;0;6;1
45610;0;1;5
45611;1;5;61
45613;0;3;8
45615;14;1;14
45617;3;0;2
45619;6;0;113
45620;0;3;40
45621;0;3;9
45623;0;2;86
45624;0;1;61
45629;1;40;129
45630;0;1;8
45633;0;3;8
45639;0;4;19
45640;0;1;2
45642;0;1;15
45643;0;1;3
45646;11;14;143
45650;0;7;91
45653;0;1;1
45656;0;1;344
45659;2;10;6
45661;2;71;25
45662;2;0;31
45664;0;1;58
45665;2;4;44
45666;0;1;146
45668;1;0;2
45669;2;2;156
45670;1;8;10
45671;0;1;19
45676;1;0;1
45677;7;0;26
45678;1;0;18
45679;12;13;65
45683;0;1;41
45684;3;9;2
45686;2;0;47
45687;2;0;168
45689;3;0;18
45690;0;9;17
45693;1;2;3
45695;129;41;19
45697;3;8;19
45698;1;0;92
45699;2;0;4
45700;0;5;34
45704;0;2;35
45705;0;6;8
45708;1;8;538
45709;1;17;19
45712;1;1;1
45713;1;4;3
45714;2;3;31
45716;7;17;1
45718;0;1;1
45719;0;1;16
45720;0;1;2
45721;0;1;1
45723;5;0;28
45724;1;8;103
45725;2;6;20
45726;2;1;14
45729;11;12;61
45730;21;16;137
45731;1;0;4
45734;3;0;1
45736;0;4;288
45738;1;0;29
45743;0;1;10
45744;3;0;14
45747;0;3;18
45751;0;1;23
45752;1;0;12
45753;2;2;143
45755;1;0;10
45759;0;3;1
45760;1;1;54
45761;0;2;6
45762;1;1;17
45763;2;1;85
45765;1;0;2
45766;0;24;4
45768;2;2;1
45769;0;1;18
45773;4;0;44
45774;0;27;3
45775;1;0;32
45781;7;25;140
45783;1;9;22
45784;0;1;1
45786;1;19;9
45787;0;1;12
45790;2;0;13
45792;0;3;14
45794;3;1;44
45798;1;1;1
45799;1;3;50
45801;4;7;341
45803;1;0;80
45804;28;23;315
45805;0;1;34
45808;0;1;1
45809;15;50;2
45811;1;0;5
45813;4;3;45
45814;3;3;8
45815;1;3;69
45818;47;26;3
45819;1;2;11
45820;1;10;53
45822;1;0;109
45825;0;6;137
45827;0;2;3
45829;1;13;19
45830;4;1;61
45832;19;19;2
45834;0;1;17
45836;1;0;14
45837;1;82;8
45839;0;1;10
45840;0;3;14
45842;2;7;24
45843;1;0;16
45845;1;1;9
45849;4;1;9
45851;3;3;10
45852;1;0;1
45853;0;8;128
45854;1;0;7
45856;1;0;62
45858;1;0;1
45862;1;0;16
45866;1;37;149
45867;2;3;107
45872;1;0;70
45875;0;1;298
45879;9;12;645
45881;1;5;44
45883;2;11;53
45884;0;69;8
45885;5;9;1
45886;14;21;773
45888;0;1;6
45889;1;1;26
45892;2;0;311
45894;1;2;2
45895;0;2;60
45896;6;9;30
45900;1;0;3
45901;0;2;10
45905;2;5;105
45906;0;12;66
45907;0;1;60
45908;3;13;8
45909;2;3;48
45915;1;0;52
45916;1;44;181
45918;14;11;25
45921;0;1;94
45923;0;1;4
45924;1;1;10
45926;8;50;2
