uid;numQ;numA;numC
3436;7;6;20
3437;0;1;62
3438;2;1;77
3441;2;21;13
3443;1;1;29
3444;0;1;3
3447;2;0;1
3449;2;7;6
3451;0;3;7
3453;1;0;1
3455;3;0;3
3456;0;4;7
3457;3;3;2
3458;0;1;15
3465;1;3;159
3467;3;23;53
3468;5;9;104
3470;1;0;2
3471;0;9;5
3473;0;15;43
3475;1;1;6
3477;0;26;3
3481;4;11;1
3482;2;3;2
3483;4;6;250
3486;24;4;703
3488;1;1;42
3492;1;0;1
3494;1;0;5
3495;0;1;125
3496;2;1;10
3497;0;2;360
3499;1;1;10
3500;1;0;11
3501;0;3;23
3502;1;0;4
3505;1;3;4
3506;0;1;6
3508;4;40;45
3513;0;6;3
3518;1;53;42
3519;1;2;110
3521;0;30;95
3522;2;0;27
3523;41;122;8
3524;0;1;6
3526;2;0;57
3527;3;6;26
3528;0;1;11
3532;0;3;38
3536;3;2;2
3537;1;0;2
3540;3;0;3
3542;0;7;53
3543;2;0;127
3546;3;0;7
3550;2;0;1
3551;3;1;1
3552;2;0;26
3553;0;2;109
3555;1;0;5
3556;1;0;9
3557;2;7;19
3560;0;3;4
3561;2;0;25
3565;5;0;25
3567;2;0;9
3569;0;3;13
3570;0;1;8
3574;0;74;4
3575;0;4;143
3576;0;1;95
3577;7;33;12
3580;1;3;7
3582;1;0;1
3584;0;1;67
3585;15;76;5
3586;3;5;8
3588;2;1;51
3591;1;0;120
3592;2;5;1
3593;0;1;143
3594;1;0;19
3595;0;1;22
3597;0;1;62
3599;2;1;1
3600;83;22;26
3601;2;2;3
3602;2;172;292
3605;0;2;4
3608;3;1;11
3609;5;0;13
3613;1;75;192
3614;0;2;23
3617;0;1;3
3621;3;5;11
3623;3;18;2
3624;0;1;85
3625;3;5;15
3626;21;7;166
3628;10;2;13
3629;2;36;1
3630;11;0;9
3631;3;12;5
3634;0;1;7
3637;1;0;2
3638;1;0;8
3639;3;13;11
3640;0;14;171
3641;5;20;14
3644;1;0;37
3645;3;4;17
3648;1;0;13
3650;2;0;15
3652;0;3;431
3655;3;0;56
3658;0;7;24
3660;0;1;13
3661;1;0;4
3662;0;1;1
3666;1;0;9
3667;1;9;26
3671;1;1;10
3672;2;1;32
3674;10;4;49
3675;1;1;133
3676;0;1;14
3679;1;1;67
3680;0;1;2
3682;0;3;12
3684;2;1;2
3685;2;1;3
3686;1;0;9
3687;0;1;118
3689;8;0;37
3690;1;827;3
3691;0;1;8
3696;0;1;7
3698;0;1;27
3702;1;2;59
3703;1;1;1
3704;5;91;40
3706;0;1;49
3708;0;3;35
3710;4;0;86
3715;0;1;126
3717;4;2;3
3718;1;0;17
3719;7;7;58
3721;2;0;2
3729;1;5;36
3732;1;0;12
3733;2;0;2
3734;9;2;4
3735;1;3;154
3736;7;11;488
3737;7;281;261
3741;0;11;147
3742;6;0;19
3743;0;3;48
3752;1;0;3
3759;1;1;11
3760;0;2;1
3766;65;14;16
3768;45;6;39
3769;0;1;3
3770;0;1;157
3772;0;3;80
3778;1;0;3
3779;0;1;15
3780;6;5;3
3786;3;1;119
3789;0;1;22
3792;0;3;17
3793;0;3;5
3794;6;1;77
3797;6;1;1
3798;14;2;2
3800;5;9;36
3801;0;1;208
3803;0;8;2
3806;1;0;5
3807;8;1;33
3809;1;0;1
3810;2;6;1
3812;0;1;3
3814;6;2;6
3817;3;2;2
3820;7;4;4
3821;1;0;4
3822;1;0;35
3825;4;1;12
3827;0;9;5
3830;1;2;1
3831;3;2;12
3832;1;0;6
3834;22;3;3
3835;0;8;44
3836;12;23;6
3837;24;36;35
3838;1;2;4
3839;2;1;1
3840;3;0;4
3842;1;1;5
3843;1;2;13
3844;1;0;2
3849;1;1;4
3851;1;0;40
3852;8;1;10
3853;0;1;2
3854;17;25;23
3856;1;1;1
3858;4;0;6
3859;0;6;4
3865;3;1;137
3869;12;20;2
3873;1;2;9
3876;0;1;1
3877;11;1;4
3879;0;1;45
3882;1;0;149
3883;21;204;63
3885;0;10;12
3887;1;1;34
3888;0;1;32
3890;0;1;161
3894;0;68;34
3897;1;0;4
3899;0;3;215
3900;1;3;18
3901;1;5;211
3902;2;0;43
3904;5;26;17
3905;0;1;4
3906;3;3;19
3908;18;1;51
3910;0;2;4
3911;9;3;4
3918;0;35;5
3921;6;107;47
3931;2;1;241
3932;13;0;39
3933;2;0;81
3939;1;0;1
3940;13;0;2
3941;1;0;7
3943;7;4;1
3944;4;37;99
3945;1;0;1
3948;4;51;141
3949;1;1;9
3950;0;2;7
3952;0;2;17
3953;4;2;7
3956;4;0;11
3957;1;2;32
3961;1;65;27
3962;4;12;16
3965;2;0;40
3966;0;9;2
3971;0;2;29
3972;2;0;4
3976;1;2;15
3979;1;2;15
3980;1;0;3
3981;5;11;1
3983;6;14;2
3987;1;1;27
3988;1;0;14
3991;2;0;3
3996;0;1;9
3998;6;9;9
3999;0;1;2
4000;0;9;9
4002;2;1;33
4003;0;2;11
4006;4;2;44
4007;6;0;3
4009;2;0;192
4012;44;377;7
4015;2;1;8
4016;0;5;6
4019;3;2;31
4020;1;0;6
4023;2;0;3
4026;0;1;1
4027;0;1;50
4028;3;18;62
4030;1;0;20
4032;1;0;1
4036;0;18;10
4038;0;1;8
4040;3;0;7
4041;12;4;1
4044;19;4;158
4047;0;6;455
4049;4;8;38
4050;0;4;3
4055;3;0;4
4056;3;1;6
4057;1;1;269
4058;0;32;38
4060;1;2;3
4061;3;17;22
4062;15;13;13
4065;0;1;2
4068;0;47;38
4069;1;2;21
4071;0;2;16
4073;0;84;37
4074;0;5;1
4075;0;1;180
4078;3;1;15
4079;1;0;27
4080;1;0;37
4083;1;5;7
4084;8;66;9
4085;2;0;14
4086;0;1;1
4087;7;1;20
4088;2;0;6
4089;1;0;3
4091;0;3;2
4092;1;44;10
4095;2;3;739
4097;1;0;3
4098;1;11;1
4099;4;2;10
4101;0;3;2
4102;0;9;29
4105;1;0;405
4106;1;14;105
4109;4;0;23
4110;37;186;28
4113;0;1;1
4114;1;0;20
4119;2;1;7
4122;1;0;4
4123;2;3;5
4126;3;0;182
4127;0;2;2
4133;1;0;4
4140;6;16;14
4142;0;1;25
4143;5;2;2
4144;3;2;6
4145;1;0;2
4146;6;0;31
4148;63;8;1
4155;0;1;1
4156;10;4;5
4157;2;1;66
4158;1;0;57
4159;0;1;2
4161;1;0;2
4163;4;0;36
4165;0;1;432
4166;1;0;22
4167;1;0;33
4172;0;2;4
4173;1;3;19
4176;5;5;1
4177;1;0;2
4178;4;11;10
4180;1;0;11
4183;7;1;6
4189;0;2;6
4193;6;4;58
4197;1;0;12
4198;1;4;26
4199;1;3;44
4200;0;1;24
4201;1;0;9
4202;4;14;27
4203;0;1;1
4204;22;3;15
4209;1;4;74
4210;66;89;2
4212;0;60;15
4215;13;20;6
4216;0;1;369
4217;2;2;69
4218;0;1;5
4219;4;0;1
4222;3;0;17
4227;6;7;123
4228;20;24;1
4229;41;19;56
4230;3;0;2
4233;0;1;10
4236;0;1;1
4238;0;9;5
4243;34;4;55
4248;3;0;2
4250;0;1;2
4251;24;9;56
4255;1;0;20
4256;1;0;8
4257;0;2;1
4258;0;1;191
4260;3;1;25
4263;2;1;80
4265;8;1;2
4266;1;3;12
4267;1;0;17
4268;0;1;11
4269;5;1;10
4270;1;0;79
4271;0;3;1
4274;1;9;6
4277;1;0;32
4279;1;12;2
4281;0;2;15
4285;0;1;426
4287;0;16;1
4289;0;3;33
4292;0;2;110
4293;2;0;3
4294;1;0;5
4296;0;2;40
4298;0;30;13
4301;0;1;1
4302;0;2;19
4307;3;0;2
4309;8;1;24
4312;1;0;34
4313;2;2;16
4314;4;2;4
4316;17;6;29
4318;0;6;3
4320;1;0;6
4321;18;121;1
4323;4;0;9
4324;2;4;29
4326;1;1;9
4328;0;29;1
4331;0;1;4
4332;1;0;32
4334;1;0;3
4337;0;1;3
4340;0;21;20
4345;1;0;1
4347;0;1;75
4350;0;1;15
4351;1;9;1
4352;1;0;1
4353;0;1;2
4354;2;6;13
4356;4;4;4
4358;0;19;26
4359;3;0;48
4360;0;2;407
4362;0;1;188
4363;1;0;39
4366;0;1;17
4370;0;1;69
4371;0;43;7
4374;0;1;1
4376;1;0;31
4378;17;30;1
4383;1;0;37
4384;1;1;14
4385;10;7;8
4386;0;92;64
4387;0;3;150
4392;1;1;6
4393;1;166;685
4395;0;1;1
4397;0;1;24
4399;0;3;5
4400;4;6;39
4405;2;2;20
4406;0;2;5
4409;0;84;55
4410;2;0;2
4411;6;1;5
4413;0;1;12
4414;2;2;17
4415;0;1;2
4420;1;2;1
4421;0;1;37
4423;1;0;2
4424;0;1;76
4425;0;8;51
4426;0;4;57
4428;0;2;11
4430;5;0;1
4435;0;2;5
4437;2;4;21
4439;2;2;1
4440;6;1;7
4446;0;4;12
4447;1;0;4
4448;0;260;1
4450;6;4;2
4452;21;65;4
4453;0;41;1
4455;1;1;13
4456;0;14;69
4458;2;1;10
4460;2;4;1
4468;0;92;51
4472;0;24;8
4474;0;62;9
4475;0;1;4
4477;1;0;7
4478;0;3;348
4479;0;3;41
4482;0;14;20
4484;0;1;1
4486;2;0;1
4489;1;0;1
4490;1;0;1
4491;9;4;7
4492;1;1;3
4493;3;39;40
4494;2;31;12
4495;1;1;91
4496;1;0;22
4497;1;2;2
4498;0;6;26
4502;0;4;2
4503;20;47;8
4506;5;6;7
4507;1;0;88
4508;2;2;1
4510;0;1;21
4513;1;0;7
4514;0;8;90
4518;3;2;1
4520;4;2;1
4525;4;2;86
4526;1;1;21
4531;1;1;5
4533;0;1;23
4535;2;6;2
4539;0;11;11
4540;1;0;1
4542;1;5;421
4545;1;0;37
4549;0;2;5
4553;2;0;7
4554;2;5;5
4555;0;42;26
4558;1;1;14
4559;3;4;24
4563;1;4;2
4564;3;71;48
4565;1;31;75
4566;3;8;36
4567;8;14;7
4569;0;6;3
4572;7;12;95
4578;0;1;18
4579;2;1;23
4581;0;2;74
4584;0;4;27
4588;3;50;120
4591;1;9;15
4595;2;3;1
4603;0;9;29
4604;0;1;2
4605;1;0;4
4607;2;1;14
4609;1;0;55
4611;0;1;20
4612;0;6;6
4615;3;3;5
4616;0;8;9
4622;0;1;2
4625;2;27;12
4630;2;1;10
4632;1;0;102
4633;0;1;1
4637;3;20;68
4640;0;1;8
4643;4;4;57
4647;0;2;21
4649;0;1;39
4654;4;17;15
4655;12;4;10
4661;6;4;3
4662;2;0;7
4663;1;0;1
4665;1;25;14
4666;1;25;10
4667;0;1;80
4669;0;1;32
4672;0;1;2
4675;0;36;7
4677;0;7;14
4678;2;10;6
4680;1;2;35
4682;1;1;1
4683;7;158;93
4684;20;0;79
4687;27;10;3
4690;2;0;5
4693;0;3;5
4694;9;1;75
4696;1;3;5
4697;0;1;1
4698;0;1;114
4700;0;4;2
4701;0;1;11
4702;0;4;221
4703;0;9;17
4707;4;5;14
4708;0;1;6
4712;2;0;2
4714;1;1;1
4716;2;2;359
4717;0;1;5
4718;0;2;1
4720;6;16;20
4721;1;2;25
4722;0;1;10
4723;0;1;21
4725;1;0;2
4727;1;45;1
4728;0;1;2
4729;1;0;10
4732;0;405;16
4733;1;1;4
4735;14;2;25
4736;0;1;1
4738;0;1;21
4739;0;2;4
4740;10;4;301
4741;0;2;1
4744;8;1;7
4748;5;3;13
4751;1;0;14
4752;2;1;248
4753;1;14;3
4754;0;8;99
4758;1;1;35
4760;0;2;8
4761;1;0;11
4762;0;3;92
4763;0;10;7
4764;11;7;12
4765;1;0;62
4766;9;19;44
4767;5;0;8
4768;7;4;4
4772;0;5;3
4773;0;1;54
4774;2;5;10
4775;0;2;5
4776;1;0;20
4777;1;9;19
4778;7;2;14
4779;0;5;29
4782;1;3;1
4784;2;1;2
4785;2;3;2
4788;5;10;77
4790;8;10;6
4792;0;1;85
4793;2;8;98
4794;6;6;5
4800;0;1;252
4801;2;2;15
4802;0;5;12
4804;0;3;188
4805;1;0;9
4806;3;0;84
4807;0;1;5
4808;2;244;9
4810;2;0;1
4812;1;0;1
4813;7;16;3
4815;2;0;28
4818;2;3;37
4821;0;30;15
4822;8;0;1
4823;4;19;3
4825;0;1;18
4828;5;0;154
4831;4;0;80
4833;5;5;13
4834;2;0;63
4835;1;38;4
4836;5;4;3
4838;0;3;81
4839;11;97;1
4840;0;3;7
4841;2;0;1
4843;3;3;20
4846;0;4;3
4847;14;0;5
4850;3;1;2
4852;2;28;570
4853;7;36;59
4855;2;1;26
4856;72;6;1
4857;1;0;13
4861;6;4;16
4862;2;0;14
4865;2;0;22
4866;0;5;40
4867;2;0;2
4868;1;0;18
4872;1;0;49
4878;4;1;46
4879;2;0;28
4880;0;1;15
4881;1;0;11
4883;1;1;1
4886;0;1;2
4888;2;0;16
4889;0;20;7
4891;1;0;35
4893;1;1;29
4894;6;1;3
4895;1;1;8
4900;0;2;2
4902;0;1;8
4903;14;450;7
4904;5;33;150
4907;0;24;6
4908;0;24;171
4914;9;4;26
4916;0;1;133
4918;6;1;218
4926;0;1;1
4928;1;9;4
4929;0;1;7
4930;1;1;1
4933;19;1039;12
4935;0;2;43
4936;0;2;115
4937;3;2;38
4940;1;0;43
4941;2;7;20
4944;0;1;1
4945;5;0;31
4947;0;1;75
4948;49;8;11
4949;0;2;11
4950;0;2;3
4952;6;1;164
4953;1;153;50
4955;1;5;73
4956;1;0;124
4961;0;2;8
4962;1;0;5
4964;10;218;52
4965;2;1;395
4966;5;8;55
4969;2;0;23
4970;0;1;85
4971;1;1;37
4973;0;4;8
4974;0;1;37
4975;0;1;42
4976;0;1;1
4978;0;2;2
4980;1;33;19
4981;1;22;2
4982;4;52;8
4985;4;2;11
4986;4;5;9
4987;0;1;106
4988;1;0;4
4990;1;14;16
4991;4;1;112
4993;0;1;89
4994;0;2;1
5001;1;22;819
5002;0;4;1
5004;1;0;1
5009;1;0;1
5011;2;0;2
5014;0;4;16
5020;4;4;15
5021;0;1;48
5022;0;2;1
5024;0;1;2
5025;0;2;2
5026;28;76;5
5027;4;3;3
5029;3;2;1
5030;1;0;36
5032;1;2;1
5033;0;3;129
5034;0;2;38
5037;4;14;15
5038;2;1;4
5040;1;1;14
5044;1;2;3
5048;1;0;1
5051;0;1;5
5057;0;2;6
5060;0;2;4
5061;0;2;4
5064;0;2;13
5065;0;1;1
5068;0;6;1
5069;0;1;40
5072;0;3;148
5073;8;1;1
5074;12;46;68
5077;0;1;3
5079;1;0;17
5083;4;1;83
5084;1;0;2
5086;0;1;6
5090;0;7;60
5091;1;1;22
5092;0;1;32
5093;14;12;558
5094;26;134;284
5095;1;43;38
5096;1;0;11
5098;18;27;18
5103;29;17;372
5105;1;0;1
5106;0;5;2
5108;1;4;1
5109;9;23;8
5114;2;0;1
5115;0;78;56
5116;1;2;33
5117;0;1;9
5120;1;22;2
5123;26;66;3
5125;3;1;123
5127;1;1;10
5128;23;2;3
5129;0;2;5
5130;0;4;116
5135;1;1;88
5136;1;1;125
5138;3;3;22
5139;1;5;1
5141;1;27;37
5142;0;3;11
5144;2;1;1
5146;5;1;17
5147;3;41;1
5148;14;1;20
5151;1;0;10
5152;1;0;17
5154;4;1;14
5156;0;1;29
5159;4;0;9
5164;2;3;2
5165;0;33;1
5166;3;0;227
5167;0;2;8
5168;0;1;8
5169;0;2;2
5172;2;56;16
5173;0;5;1
5174;8;57;21
5177;1;0;123
5179;1;0;9
5180;2;55;6
5181;0;16;24
5183;0;3;7
5184;0;1;22
5185;0;2;202
5186;2;0;4
5188;3;5;58
5190;1;3;14
5191;1;2;96
5192;0;23;33
5195;23;30;56
5197;0;3;3
5198;1;0;44
5199;23;5;4
5201;1;1;63
5202;1;7;5
5208;2;1;4
5209;1;0;9
5210;1;0;24
5212;0;3;77
5213;4;1;9
5214;0;2;13
5217;0;1;31
5218;1;0;33
5219;1;0;6
5220;1;3;9
5223;2;12;2
5225;0;2;31
5226;5;3;8
5227;2;1;1
5229;0;1;2
5230;0;10;56
5232;0;5;9
5235;0;17;114
5243;0;1;44
5248;0;3;3
5249;3;5;1
5259;0;20;319
5261;1;0;3
5263;0;3;2
5264;2;0;73
5265;6;0;1
5267;6;0;13
5270;2;1;31
5272;0;1;11
5273;1;2;2
5275;0;4;37
5276;1;11;6
5277;0;4;6
5279;2;16;64
5281;0;2;126
5282;5;15;6
5285;2;6;8
5286;1;10;2
5289;10;13;21
5290;1;2;25
5291;1;0;1
5292;2;2;2
5295;0;3;57
5296;1;1;71
5299;2;4;13
5300;0;4;4
5302;2;6;77
5303;1;0;2
5304;0;14;14
5305;211;3;2
5306;0;11;8
5307;0;33;44
5309;0;1;17
5310;0;11;111
5311;1;1;4
5313;0;2;8
5314;0;2;10
5315;3;0;1
5316;0;5;7
5317;1;2;5
5321;0;23;2
5324;1;0;92
5325;0;1;3
5327;0;38;16
5328;2;1;12
5333;1;0;69
5335;0;7;23
5338;1;0;44
5339;0;1;4
5341;1;0;6
5343;2;4;38
5345;0;35;24
5347;0;1;52
5349;1;0;70
5350;2;4;13
5352;2;0;3
5354;2;5;126
5356;0;6;227
5357;0;2;35
5358;0;1;19
5359;6;19;831
5363;1;10;87
5365;11;9;33
5366;0;7;163
5367;0;1;6
5368;0;3;8
5369;82;225;26
5370;101;26;23
5372;0;2;1
5374;9;8;10
5375;0;1;2
5376;1;136;18
5377;0;1;157
5383;0;4;5
5386;3;0;25
5388;1;0;38
5390;0;2;7
5392;0;1;7
5393;0;1;7
5394;2;1;1
5395;1;2;63
5396;3;1;2
5397;1;0;1
5401;9;8;21
5402;0;1;6
5404;2;0;3
5406;11;184;32
5412;0;4;54
5415;1;0;4
5417;0;1;23
5419;5;20;521
5421;2;0;10
5424;1;2;4
5425;2;26;9
5426;1;0;2
5427;2;0;5
5431;9;84;54
5432;0;1;2
5433;7;23;9
5434;2;3;19
5436;6;20;7
5437;1;0;1
5438;0;1;10
5440;2;0;5
5444;1;0;1
5445;0;1;41
5446;1;5;113
5449;3;5;2
5450;6;9;45
5451;0;94;1
5452;1;2;10
5453;6;0;6
5459;1;0;14
5460;10;1;3
5464;0;1;17
5465;1;0;132
5467;2;0;1
5468;1;0;19
5469;8;7;54
5470;0;1;24
5471;8;112;266
5472;0;6;4
5473;1;5;1
5475;0;14;36
5476;2;0;1
5479;0;76;138
5480;0;1;3
5483;1;0;22
5485;2;185;2
5487;3;0;7
5488;0;2;5
5493;16;1;1
5502;0;1;8
5504;0;9;217
5505;0;20;2
5508;0;26;18
5509;3;6;4
5510;1;0;7
5511;7;0;4
5512;4;11;9
5517;0;1;21
5518;1;0;15
5522;0;16;2
5523;0;9;3
5524;0;2;46
5525;0;13;89
5528;0;84;5
5531;13;1;12
5533;1;0;19
5535;2;15;50
5536;7;7;12
5538;1;0;34
5539;2;1;5
5542;6;3;6
5546;0;1;1
5547;6;3;7
5548;1;1;14
5549;4;7;7
5551;1;20;32
5553;0;1;10
5554;0;27;1
5556;1;0;109
5557;9;1;44
5561;2;162;3
5562;0;4;118
5563;1;1;19
5565;1;0;14
5567;0;2;1
5568;1;1;9
5569;0;1;4
5571;0;1;12
5572;0;1;13
5576;0;1;3
5579;1;7;19
5581;0;1;37
5583;3;2;1
5586;1;2;1
5588;1;0;122
5589;1;5;6
5590;0;9;32
5591;0;1;2
5593;0;6;22
5596;1;0;9
5597;1;1;17
5599;1;0;276
5600;2;4;356
5603;0;118;47
5604;0;1;8
5606;1;2;1
5608;3;1;2
5610;0;14;39
5611;2;0;6
5613;1;0;2
5614;1;0;1
5615;2;3;1
5616;2;3;1
5617;1;1;181
5622;1;0;46
5626;5;0;1
5627;1;0;18
5628;0;1;5
5629;1;0;130
5630;1;11;1
5631;3;0;3
5632;0;3;16
5633;0;1;17
5634;2;7;25
5637;30;48;54
5639;0;4;25
5641;2;15;4
5642;1;17;1
5643;0;3;18
5646;0;5;15
5648;0;7;24
5652;10;2;2
5655;1;4;69
5656;2;0;6
5657;13;6;6
5658;1;1;243
5659;2;7;1
5662;0;7;1
5663;0;2;71
5665;4;2;1
5668;7;3;17
5669;6;0;3
5670;0;2;33
5672;1;0;4
5675;5;45;121
5676;0;1;77
5678;2;2;1
5679;8;127;127
5680;1;1;17
5681;1;0;18
5684;1;0;50
5685;6;1;23
5687;1;0;15
5690;0;13;277
5692;0;6;3
5696;0;2;1
5697;10;0;32
5699;9;1;207
5700;1;11;8
5704;0;1;20
5706;0;1;29
5711;2;0;74
5712;1;3;19
5716;49;4;1
5718;1;16;3
5719;0;1;78
5720;3;1;57
5723;1;3;8
5724;3;8;45
5725;2;0;50
5726;2;0;18
5728;0;2;30
5731;0;1;7
5734;2;11;7
5737;1;0;3
5738;0;3;21
5741;3;0;2
5742;1;2;79
5748;1;2;36
5749;1;4;9
5754;1;3;1
5761;0;5;2
5764;3;1;2
5767;0;2;8
5768;1;0;33
5770;6;8;5
5771;4;6;271
5772;2;0;32
5773;0;1;3
5775;0;8;2
5776;0;2;2
5778;1;0;4
5782;0;1;2
5784;0;1;55
5785;9;8;9
5787;5;25;84
5788;4;1;5
5789;0;13;255
5793;3;31;9
5794;3;46;1
5799;0;1;75
5800;15;17;1
5802;1;2;1
5804;11;0;1
5806;0;5;2
5807;0;1;29
5808;1;69;47
5809;73;6;5
5814;22;85;19
5816;0;1;1519
5819;4;2;16
5821;0;45;9
5822;1;0;3
5824;0;1;40
5826;0;5;1
5828;3;0;4
5831;1;2;2
5834;0;1;23
5835;1;0;99
5838;3;1;147
5842;1;0;23
5843;0;82;91
5844;3;2;11
5846;43;91;52
5847;4;2;12
5853;0;1;119
5855;2;3;221
5857;1;1;542
5858;2;0;8
5859;0;15;1
5862;12;13;16
5868;0;2;16
5869;0;2;184
5870;9;4;1
5871;0;1;1
5873;2;0;34
5874;9;6;34
5875;0;8;417
5877;0;3;2
5878;1;0;24
5880;13;0;6
5882;3;0;20
5886;1;2;1
5889;1;0;8
5892;1;0;3
5895;4;1;11
5896;1;0;23
5897;0;1;177
5898;1;2;10
5899;0;3;39
5902;6;0;88
5904;0;1;167
5906;0;1;20
5911;1;1;105
5914;3;20;7
5915;1;0;1
5916;0;1;13
5917;2;0;139
5921;21;0;3
5922;3;0;22
5926;16;4;36
5927;1;3;28
5930;0;2;11
5931;8;8;28
5933;2;2;4
5938;1;3;48
5939;2;1;2
5942;0;10;6
5944;0;15;18
5945;2;0;59
5946;1;1;8
5948;0;41;10
5950;14;37;91
5952;2;1;45
5953;2;0;171
5954;0;1;12
5957;9;2;4
5959;0;4;30
5967;5;2;87
5968;1;10;38
5969;0;5;1
5971;8;90;2
5973;2;8;5
5974;1;2;27
5975;1;2;2
5979;1;0;8
5981;1;125;3
5985;0;1;38
5986;0;1;2
5990;0;7;46
5992;0;2;43
5996;0;9;64
5999;1;1;16
6002;2;0;21
6003;1;10;1
6007;1;5;32
6010;1;37;51
6012;0;3;4
6014;1;4;19
6018;5;0;16
6019;0;40;1
6020;1;0;155
6022;1;1;1
6023;0;1;24
6024;0;1;20
6026;9;4;46
6027;7;0;68
6032;2;2;5
6034;0;706;85
6035;1;8;14
6038;13;0;6
6039;0;1;19
6041;0;1;5
6043;0;9;171
6046;1;0;2
6048;1;0;291
6050;3;15;63
6054;1;8;46
6066;1;0;3
6068;7;14;125
6069;0;3;2
6070;2;1;5
6072;2;0;13
6073;0;3;24
6074;4;0;53
6075;0;1;14
6079;13;3;2
6080;1;0;1
6082;1;1;209
6083;0;17;2
6084;1;0;6
6086;0;1;2
6089;1;0;11
6090;1;0;2
6093;1;4;50
6096;1;0;2
6097;0;6;38
6099;1;0;3
6104;5;2;1
6106;3;7;34
6109;0;1;3
6111;0;1;26
6115;1;0;35
6125;1;0;3
6126;4;2;17
6128;1;0;7
6130;1;11;6
6131;4;4;86
6133;0;1;5
6134;1;11;50
6136;0;1;16
6138;0;1;147
6139;17;119;17
6142;29;3;66
6145;1;0;5
6147;4;12;2
6150;1;0;16
6151;3;1;16
6152;0;1;1
6154;3;14;94
6157;1;0;9
6160;1;1;3
6161;2;0;6
6162;1;0;4
6163;1;1;7
6164;14;204;4
6165;0;15;18
6167;1;0;15
6171;8;0;1
6172;0;1;21
6174;7;91;33
6175;2;0;20
6178;0;4;188
6179;0;13;26
6180;1;0;5
6182;0;1;374
6183;4;27;10
6184;3;3;2
6185;6;1;4
6186;2;0;3
6187;0;6;76
6189;1;0;175
6193;0;13;46
6194;1;0;7
6196;3;0;4
6197;1;0;1
6200;0;1;3
6203;1;2;16
6205;0;2;3
6207;5;1;8
6208;0;1;21
6213;1;6;12
6214;0;1;77
6216;0;1;20
6217;0;1;1
6218;1;0;746
6224;0;1;42
6225;3;8;17
6228;1;2;48
6231;0;1;2
6233;0;1;2
6237;11;2;73
6240;6;1;40
6241;9;3;10
6242;0;370;1
6243;0;6;93
6244;1;0;27
6246;0;10;2
6250;3;8;45
6251;0;1;244
6255;2;0;1
6257;0;3;18
6259;1;18;17
6260;7;7;4
6261;0;2;15
6262;2;9;4
6265;2;0;11
6269;4;25;12
6270;1;0;14
6271;0;16;2
6272;4;3;27
6274;4;2;5
6275;1;172;21
6276;5;28;1
6277;23;22;6
6279;4;1;25
6283;46;120;2
6285;1;0;1
6286;1;0;1
6287;0;1;36
6288;0;1;19
6289;0;1;36
6291;1;0;1
6292;2;1;14
6293;4;3;164
6294;1;0;2
6295;2;2;14
6296;5;1;19
6297;0;1;2
6303;13;1;1
6304;2;1;108
6306;1;0;3
6307;2;0;2
6309;9;0;2
6311;5;48;4
6312;1;0;242
6313;0;2;8
6315;8;2;5
6316;0;1;1
6318;10;25;18
6319;1;0;202
6322;1;0;4
6323;1;4;1
6324;1;0;24
6325;0;3;32
6326;2;1;28
6328;4;5;3
6331;0;1;1
6333;1;0;6
6337;2;1;2
6342;0;1;4
6344;0;1;14
6345;5;3;4
6347;17;0;11
6348;13;3;30
6351;69;8;103
6352;1;0;15
6356;2;2;4
6357;0;1;23
6359;1;0;150
6360;0;1;2
6361;0;3;20
6362;13;8;88
6365;0;1;5
6366;2;1;8
6369;1;0;45
6370;4;7;11
6371;1;0;2
6372;0;2;46
6376;0;2;6
6377;0;12;2
6379;1;0;1
6380;1;0;48
6382;0;1;8
6385;2;1;5
6388;3;4;146
6389;0;17;6
6390;2;0;35
6391;2;2;11
6392;0;9;8
6393;1;0;14
6394;0;62;1
6399;1;7;105
6400;0;22;4
6401;30;12;5
6402;0;3;19
6403;0;2;20
6405;0;3;277
6410;0;4;51
6412;0;23;3
6414;0;9;270
6415;1;2;225
6417;3;7;64
6418;0;9;31
6419;6;1;1
6420;2;2;12
6421;0;1;2
6423;0;1;1
6425;2;0;63
6426;0;1;16
6429;1;0;6
6430;1;0;11
6433;0;1;8
6434;58;9;50
6438;3;1;22
6439;0;2;164
6442;0;2;23
6443;6;0;8
6444;0;5;18
6446;0;1;10
6447;1;0;21
6449;2;13;134
6451;2;6;5
6452;0;6;57
6453;4;5;1
6456;0;1;6
6458;1;9;6
6462;0;2;10
6463;0;1;93
6465;0;3;4
6466;1;0;5
6467;3;11;173
6468;0;2;6
6469;0;5;3
6470;0;1;1
6473;1;0;27
6475;3;1;3
6479;2;1;32
6480;3;493;1
6482;0;1;131
6483;1;2;11
6484;1;32;1
6486;1;4;26
6487;0;1;1
6488;1;0;11
6490;3;6;59
6492;0;1;41
6493;4;0;32
6494;0;1;2
6499;1;2;20
6500;0;1;1
6503;0;1;74
6504;2;1;40
6505;1;1;17
6507;15;208;63
6508;0;1;16
6509;2;0;5
6512;1;2;88
6513;2;2;3
6514;2;0;12
6520;3;5;85
6521;1;0;4
6523;8;1;63
6524;4;0;4
6525;0;1;12
6526;0;2;9
6529;1;17;6
6532;0;1;245
6533;0;1;125
6534;2;0;3
6539;1;0;5
6541;2;23;10
6544;0;2;9
6545;16;9;51
6547;0;1;71
